id,text,canonized,text_length,description,random,regex,sanskrit,translation,notes
3794.1,,,7,ra-sa-na-aa-b-sa-ma,⚄ random: sa-da-na-ma-ta-ga-na,ma?sa?baa?na?sa?ra?,"मह-बाण-सर
maha-bāṇa-sara",Moving[Pāṇ ifc] like the great[RV] arrow[RV],
3794.2,,,1,ras,⚄ random: ga,ras,"रह
raha",separator[√रह्],
3795.1,,,1,ma,⚄ random: na,ma?,*ma,,
3796.1,,,1,ras,⚄ random: sa,ras,"रह
raha",separator[√रह्],
3796.2,,,7,an-aa-r-ra-ta-da-sa,⚄ random: i-i-b-sa-va-ta-ma,sa?da?ta?ra?raa?an,"सदत् रराण
sadat rarāṇa","May the bountiful[RV] one preside[सद् inj. RV 3.13.1, 8.13.24, 10.99.3 1.128.1]",
3797.1,,,1,maha,⚄ random: la,maha?,"मह
maha",mighty[RV],
3797.2,,,7,an-aa-a-j-an-ma-as,⚄ random: i-j-ja-ja-ma-na-ya,asma?anjaaa?an,"अश्मन् जान
aśman jāna","O heavens[RV], O Origin[RV]",
3798.1,,,3,aa-s-aa,⚄ random: ja-da-ja,aa?saa?,"आशा
āśā",desire[AV],
3799.1,,,7,.a-ta-sa-.-aa-as-an,⚄ random: ta-va-da-ta-pa-sa-ga,anasaa?.sa?ta?.a?,*anasaa.sata.a,,
3800.1,,,4,nmna-ma-ama-sa,⚄ random: ya-i-b-pa,sa?ama?ma?nmna?,*saamamanmna,,
3801.1,,,3,an-aa-nmn,⚄ random: i-p-i,nmnaa?an,*nmnaaan,,
3802.1,,,3,an-.-aa,⚄ random: i-t-pa,aa?.an,*aa.an,,
3803.1,,,1,anan,⚄ random: sa,anan,"आनन
ānana",the living[Nir],
3804.1,,,3,pa-ja-pa,⚄ random: ma-ja-la,pa?ja?pa?,*pajapa,,
3805.1,,,3,aa-.-aa,⚄ random: pa-ta-pa,aa?.aa?,*aa.aa,,
3806.1,,,2,.a-ja,⚄ random: ta-ja,ja?.a?,*ja.a,,
3807.1,,,1,ca,⚄ random: u,ca?,"च
ca",also[Pāṇ],
3808.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
3809.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
3810.1,,,2,aa-an,⚄ random: pa-ja,anaa?,*anaa,,
3811.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
3812.1,,,3,an-ra-va,⚄ random: i-l-ba,va?ra?an,*varaan,,
3813.1,,,3,aa-j-na,⚄ random: ta-ja-ya,na?jaa?,*najaa,,
3814.1,,,6,an-aa-j- a-an-sa-pa,⚄ random: i-i-p-u-d-ga-ka,pa?sa?an a?jaa?an,*pasaan ajaaan,,
3815.1,,,3,an-da-ma,⚄ random: i-l-la,ma?da?an,*madaan,,
3816.1,,,3,na-sa-ma,⚄ random: na-ta-sa,ma?sa?na?,*masana,,
3817.1,,,4,ra-ja-.-.,⚄ random: la-pa-ta-ta,..ja?ra?,*..jara,,
3818.1,,,2,nna-aa,⚄ random: ka-ta,aa?nna?,*aanna,,
3819.1,,,1,ya,⚄ random: ya,ya?,"य
ya",him[यद्],
3820.1,,,2,ya-ja,⚄ random: ma-ja,ja?ya?,*jaya,,
3820.2,,,2,ya-ja,⚄ random: ma-ja,ja?ya?,*jaya,,
3821.1,,,1,u,⚄ random: ma,u,*u,,
3822.1,,,3,da-ya-u,⚄ random: la-ra-ta,uya?da?,"नयद
nayada",prudence[R] giver[MBh],
3823.1,,,5,an-sa-va-aa-s,⚄ random: ma-da-ma-ta-ta,saa?va?sa?an,*saavasaan,,
3824.1,,,3,ra-an-ta,⚄ random: na-ga-u,ta?anra?,*taanra,,
3825.1,,,4,va-ra-la-an,⚄ random: na-na-ya-da,anla?ra?va?,*anlarava,,
3826.1,,,3,pa-ma-i,⚄ random: ka-i-b,ima?pa?,"ईम्प
īmpa",his[RV ईम् = एनम्] protector[RV],
3827.1,,,3,ra-an-aa,⚄ random: ca-aa-v,aa?anra?,*aaanra,,
3828.1,,,3,.a-da-ta,⚄ random: ta-ma-ka,ta?da?.a?,*tada.a,,
3829.1,,,2,ra-ta,⚄ random: ja-ta,ta?ra?,*tara,,
3830.1,,,2,ra-ta,⚄ random: ja-ta,ta?ra?,*tara,,
3831.1,,,2,da-da,⚄ random: u-t,da?da?,*dada,,
3832.1,,,3,da-ya-u,⚄ random: la-ra-ta,uya?da?,"नयद
nayada",prudence[R] giver[MBh],
3832.2,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
3833.1,,,1,ra,⚄ random: ra,ra?,"र
ra",giving[Śiś],
3834.1,,,1,ra,⚄ random: ja,ra?,"र
ra",giving[Śiś],
3835.1,,,1,da,⚄ random: ma,da?,"द
da",giving[MS],
3836.1,,,2,da-ra,⚄ random: ma-na,ra?da?,*rada,,
3837.1,,,1,ra,⚄ random: na,ra?,"र
ra",giving[Śiś],
3838.1,,,1,ra,⚄ random: ba,ra?,"र
ra",giving[Śiś],
3839.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
3840.1,,,7,i-an-ra-sa-ja-.-as,⚄ random: ba-i-j-da-ja-ta-na,as.ja?sa?ra?ani,*as.jasaraani,,
3841.1,,,5,i-an-ba-sa-ma,⚄ random: ba-i-t-ka-sa,ma?sa?ba?ani,*masabaani,,
3842.1,,,4,aa-k-ka-aa,⚄ random: pa-na-na-pa,aa?ka?kaa?,*aakakaa,,
3843.1,,,3,an-aa-a,⚄ random: i-j-pa,aaa?an,"आन
āna",that one breathed[RV 10.129.2],
3844.1,,,2,ba-aa,⚄ random: va-i,aa?ba?,"आभ
ābha",beauty[MBh],
3844.2,,,4,.a-sa-va-ra,⚄ random: ta-aa-n-ra,ra?va?sa?.a?,*ravasa.a,,
3845.1,,,2,an-ta,⚄ random: i-c,ta?an,*taan,,
3846.1,,,2,ra-ka,⚄ random: la-na,ka?ra?,"कर
kara",creator[AV],
3846.2,,,2,ra-ka,⚄ random: la-na,ka?ra?,"कर
kara",creator[AV],
3847.1,,,7,na-ama-ama-ma-sa-ma-.,⚄ random: na-ta-ba-i-d-ya-ta,.ma?sa?ma?ama?ama?na?,*.masamaamaamana,,
3848.1,,,4,an-ra-sa-aa,⚄ random: i-j-ga-ta,aa?sa?ra?an,*aasaraan,,
3849.1,,,3,amaa-sa-.,⚄ random: ta-da-ta,.sa?amaa?,*.saamaa,,
3850.1,,,2,.a-ra,⚄ random: ta-la,ra?.a?,*ra.a,,
3851.1,,,3,.a-an-.,⚄ random: ta-da-ta,.an.a?,*.an.a,,
3852.1,,,2,jas-ya,⚄ random: sa-na,ya?jas,"यजस्
yajas",sacrifice[RV]    ,
3853.1,,,6,aa-an-ma-sa-va-ra,⚄ random: ta-i-i-a-n-ra,ra?va?sa?ma?anaa?,*ravasamaanaa,,
3854.1,,,4,na-ma-ma-da,⚄ random: na-sa-ya-i,da?ma?ma?na?,*damamana,,
3855.1,,,4,ra-ja-va-ra,⚄ random: la-pa-na-ra,ra?va?ja?ra?,*ravajara,,
3856.1,,,3,an-ja-aa,⚄ random: i-j-ra,aa?ja?an,*aajaan,,
3857.1,,,10,na-an-aa-m-va-ta-la-ca-aa-t,⚄ random: da-i-t-na-na-i-t-ma-ra-ta,taa?ca?la?ta?va?maa?anna?,"अथ अचलत्व मान
atha acalatva māna",Verily; O immovable one; O honored one,RV 8.14.9 Firm and immovable from their place
3858.1,,,9,ra-ma-ta-ga-an-ra-sa-ma-sa,⚄ random: ba-i-m-i-i-j-sa-ya-ya,sa?ma?sa?ra?anga?ta?ma?ra?,"शमशराङ्गतम्र
śamaśarāṅgatamra",O red bodied one with calmed arrows,Sri Rudram/KYV TS 4.1 Your calm arrow ... O red one
3859.1,,,3,i-as-ma,⚄ random: ba-ya-va,ma?asi,*maasi,,
3860.1,,,2,ya-.,⚄ random: ma-ta,.ya?,*.ya,,
3861.1,,,6,ma-ta-ma-ta-an-.,⚄ random: i-c-i-s-da-ta,.anta?ma?ta?ma?,*.antamatama,,
3862.1,,,5,an-sa-an-pa-ra,⚄ random: i-l-da-ka-ja,ra?pa?ansa?an,*rapaansaan,,
3863.1,,,5,ya-aa-j-ma-as,⚄ random: ma-ta-ta-ya-ja,asma?jaa?ya?,*asmajaaya,,
3864.1,,,4,an-ja-ma-.,⚄ random: i-m-i-t,.ma?ja?an,*.majaan,,
3865.1,,,2,ra-ca,⚄ random: ja-ga,ca?ra?,*cara,,
3866.1,,,3,an-da-amaa,⚄ random: i-t-ta,amaa?da?an,*amaadaan,,
3867.1,,,7,ma-as-.-.-ma-da-an,⚄ random: ba-ta-ta-ta-ya-ta-ma,anda?ma?..asma?,*andama..asma,,
3868.1,,,3,ya-sa-ra,⚄ random: ra-da-ra,ra?sa?ya?,*rasaya,,
3868.2,,,3,ya-sa-ra,⚄ random: ra-da-ra,ra?sa?ya?,*rasaya,,
3869.1,,,6,an-ra-ma-an-ma-da,⚄ random: i-j-da-da-ya-la,da?ma?anma?ra?an,*damaanmaraan,,
3870.1,,,4,ya-va-da-.,⚄ random: la-ba-la-ta,.da?va?ya?,*.davaya,,
3871.1,,,4,.a-va-ma-ja,⚄ random: ta-ba-i-j,ja?ma?va?.a?,*jamava.a,,
3872.1,,,4,an-ra-sa-ama,⚄ random: i-v-da-ba,ama?sa?ra?an,*amasaraan,,
3872.2,,,3,an-ba-sa,⚄ random: i-t-ga,sa?ba?an,*sabaan,,
3872.3,,,3,la-da-.,⚄ random: va-ta-ta,.da?la?,*.dala,,
3873.1,,,3,i-nmn-ta,⚄ random: ba-i-s,ta?nmni,*tanmni,,
3874.1,,,2,ya-ja,⚄ random: ma-pa,ja?ya?,*jaya,,
3875.1,,,6,ra-ca-va-ra-daa-ra,⚄ random: la-ga-na-la-u-r,ra?daa?ra?va?ca?ra?,*radaaravacara,,
3876.1,,,5,an-ma-ra-sa-an,⚄ random: i-y-la-pa-i,ansa?ra?ma?an,*ansaramaan,,
3877.1,,,1,ra,⚄ random: ra,ra?,"र
ra",giving[Śiś],
3878.1,,,1,ra,⚄ random: ra,ra?,"र
ra",giving[Śiś],
3879.1,,,2,.a-an,⚄ random: ta-da,an.a?,*an.a,,
3880.1,,,1,an,⚄ random: da,an,*an,,
3881.1,,,6,an-aa-r-aa-n-.,⚄ random: ja-ka-sa-ta-u-t,.naa?raa?an,*.naaraaan,,
3882.1,,,8,ta-ya-va-ja-aa-s-aa-a,⚄ random: ca-ba-na-ta-pa-ca-ca-sa,aaa?saa?ja?va?ya?ta?,"आस-अ-जव-यत[म्]
āsa-a-java-yata[m]",Reaching[√अश्] unrestrained[AV] speed[RV],
3883.1,,,1,ama,⚄ random: ba,ama?,"अम
ama",power[RV],
3884.1,,,5,ra-ca-va-an-daada,⚄ random: la-ga-na-ma-ca,daada?anva?ca?ra?,*daadaanvacara,,
3885.1,,,5,.a-ma-ra-pa-ba,⚄ random: ta-i-l-ka-ja,ba?pa?ra?ma?.a?,*baparama.a,,
3886.1,,,3,va-aa-.,⚄ random: na-ma-ta,.aa?va?,*.aava,,
3887.1,,,4,.a-aa-aa-as,⚄ random: ta-ka-ra-ja,asaaaa?.a?,*asaaaa.a,,
3888.1,,,5,aa-j-.-ya-sa,⚄ random: ta-ta-ta-ba-da,sa?ya?.jaa?,*saya.jaa,,
3889.1,,,5,an-an-aa-as-ka,⚄ random: i-i-c-na-ka,ka?asaa?anan,*kaasaaanan,,
3890.1,,,6,an-ba-ma-ma-ma-ra,⚄ random: i-t-na-sa-ya-ra,ra?ma?ma?ma?ba?an,*ramamamabaan,,
3891.1,,,7,an-aa-t-aa-m-da-aa,⚄ random: i-j-sa-va-ya-la-pa,aa?da?maa?taa?an,"आध्माताम्
ādhmātām",The blown one (Agni)[RV],
3892.1,,,4,va-na-va-aa,⚄ random: na-ma-ba-i,aa?va?na?va?,*aavanava,,
3893.1,,,2,ma-ma,⚄ random: ga-sa,ma?ma?,*mama,,
3894.1,,,4,as-ma-va-ra,⚄ random: ya-ga-na-ra,ra?va?ma?as,*ravamaas,,
3895.1,,,5,an-an-ta-va-ra,⚄ random: i-a-v-na-ba,ra?va?ta?anan,*ravataanan,,
3895.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
3896.1,,,5,an-namaa-ama-va-ra,⚄ random: i-g-ba-na-ra,ra?va?ama?namaa?an,*ravaamanamaaan,,
3897.1,,,5,aaa-ma-aa-m-ka,⚄ random: i-p-sa-i-b,ka?maa?ma?aaa?,*kamaamaaaa,,
3898.1,,,6,va-ca-da-aa-s-ta,⚄ random: na-ga-i-c-pa-sa,ta?saa?da?ca?va?,*tasaadacava,,
3899.1,,,5,.a-.-ca-aa-c,⚄ random: ta-ta-ga-ta-ma,caa?ca?..a?,*caaca..a,,
3900.1,,,2,ya-aa,⚄ random: ya-pa,aa?ya?,*aaya,,
3900.2,,,3,i-as-aa,⚄ random: ba-da-pa,aa?asi,*aaasi,,
3901.1,,,2,ya-aa,⚄ random: ya-pa,aa?ya?,*aaya,,
3902.1,,,2,ya-aa,⚄ random: ya-pa,aa?ya?,*aaya,,
3902.2,,,2,apa-.,⚄ random: i-t,.apa?,*.apa,,
3903.1,,,2,an-nasan,⚄ random: i-d,nasanan,*nasanan,,
3904.1,,,2,aaa-.,⚄ random: ya-ta,.aaa?,*.aaa,,
3905.1,,,4,ta-aa-m-da,⚄ random: i-v-ya-la,da?maa?ta?,*damaata,,
3906.1,,,7,an-ka-aa-m-an-na-ba,⚄ random: i-m-ma-va-ga-ya-ra,ba?na?anmaa?ka?an,"बणन् माखम्
baṇan mākham",O Roarer[बण् शतृँ] the sacrifice[RV],
3907.1,,,2,an-ra,⚄ random: i-l,ra?an,*raan,,
3908.1,,,6,an-ra-aa-m-va-ra,⚄ random: i-j-ca-ga-na-ra,ra?va?maa?ra?an,*ravamaaraan,,
3909.1,,,7,an-sa-ja-an-va-ra-sa,⚄ random: i-n-ja-ma-na-ra-pa,sa?ra?va?anja?sa?an,"शर्व अञ्जसम्
śarva añjasam","O Shiva[AV], the (Soma) mixture[RV]",
3910.1,,,2,.a-aa,⚄ random: ta-ka,aa?.a?,*aa.a,,
3911.1,,,1,sa,⚄ random: aa,sa?,"ह
ha",Verily[Ved],
3912.1,,,2,aa-an,⚄ random: pa-ja,anaa?,"अना
anā",indeed[RV],
3913.1,,,1,da,⚄ random: i,da?,"द
da",giving[MS],
3914.1,,,2,ra-.,⚄ random: ma-ta,.ra?,*.ra,,
3915.1,,,6,aa-an-ama-an-ba-na,⚄ random: ta-i-b-da-aa-m,na?ba?anama?anaa?,*nabaanamaanaa,,
3916.1,,,4,na-ra-aa-a,⚄ random: ma-ra-ga-pa,aaa?ra?na?,*aaarana,,
3917.1,,,3,nmna-.-.,⚄ random: na-ta-ta,..nmna?,*..nmna,,
3918.1,,,4,an-paa-va-ma,⚄ random: i-a-t-na,ma?va?paa?an,"मव पण
mava paṇa",bind[√मव्],
3919.1,,,3,.a-aa-.,⚄ random: ta-ta-ta,.aa?.a?,*.aa.a,,
3920.1,,,4,i-a-.-ta,⚄ random: ba-ma-ta-ma,ta?.ai,*ta.ai,,
3921.1,,,3,ya-aa-an,⚄ random: ra-pa-ja,anaa?ya?,*anaaya,,
3922.1,,,5,an-aa-s-va-.,⚄ random: i-j-da-na-ta,.va?saa?an,*.vasaaan,,
3923.1,,,4,an-na-da-.,⚄ random: i-y-la-ta,.da?na?an,*.danaan,,
3924.1,,,3,ya-ra-va,⚄ random: ma-la-ba,va?ra?ya?,*varaya,,
3925.1,,,6,an-sa-da-ama-va-ra,⚄ random: i-d-ma-ba-na-ba,ra?va?ama?da?sa?an,*ravaamadasaan,,
3926.1,,,4,ra-ca-va-as,⚄ random: ja-ga-na-da,asva?ca?ra?,"अश्वचर
aśvacara",O mover[MBh] on horses[RV] ,
3927.1,,,3,an-pa-as,⚄ random: ga-ka-ta,aspa?an,*aspaan,,
3928.1,,,3,an-ra-.,⚄ random: i-j-ta,.ra?an,*.raan,,
3929.1,,,1,aa,⚄ random: ta,aa?,*aa,,
3930.1,,,5,an-ka-an-va-ra,⚄ random: i-v-aa-n-ra,ra?va?anka?an,"रवाङ्कम्
ravāṅkam",Roarer's[√रु] mark[R],
3931.1,,,5,an-ra-va-va-.,⚄ random: i-l-ba-na-ta,.va?va?ra?an,*.vavaraan,,
3932.1,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
3932.2,,,3,an-aa-s,⚄ random: i-j-la,saa?an,*saaan,,
3933.1,,,1,ta,⚄ random: da,ta?,*ta,,
3934.1,,,3,ca-sa-sa,⚄ random: u-d-da,sa?sa?ca?,*sasaca,,
3935.1,,,2,ca- a-ca,⚄ random: u-u-u,ca? a?ca?,*ca aca,,
3936.1,,,1,sa,⚄ random: da,sa?,"ह
ha",Verily[Ved],
3937.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
3938.1,,,1,ca,⚄ random: u,ca?,"च
ca",also[Pāṇ],
3939.1,,,3,as-.-ja,⚄ random: sa-ta-pa,ja?.as,*ja.as,,
3940.1,,,2,an- a-.,⚄ random: ja-u-t,. a?an,*. aan,,
3941.1,,,3,.a-ta-ta,⚄ random: ta-u-u,ta?ta?.a?,*tata.a,,
3942.1,,,2,.a-ca,⚄ random: ta-la,ca?.a?,*ca.a,,
3943.1,,,2,an-.,⚄ random: i-t,.an,*.an,,
3944.1,,,2,ra-.,⚄ random: aa-t,.ra?,*.ra,,
3945.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
3946.1,,,2,.a-la,⚄ random: ta-ra,la?.a?,*la.a,,
3947.1,,,1,ja,⚄ random: pa,ja?,"ज
ja",born[Mn],
3948.1,,,2,va-.,⚄ random: na-ta,.va?,*.va,,
3949.1,,,2,an-ra,⚄ random: i-b,ra?an,*raan,,
3949.2,,,2,an-ra,⚄ random: i-b,ra?an,*raan,,
3950.1,,,2,ma-sa,⚄ random: i-d,sa?ma?,"शं
śaṃ",bless[RV],
3951.1,,,2,an-.,⚄ random: i-t,.an,*.an,,
3952.1,,,2,an-ma,⚄ random: i-i,ma?an,*maan,,
3953.1,,,2,na-ma,⚄ random: u-b,ma?na?,*mana,,
3954.1,,,1,da,⚄ random: ma,da?,"द
da",giving[MS],
3955.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
3956.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
3957.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
3958.1,,,1,pa,⚄ random: ka,pa?,"प
pa",protection,
3959.1,,,5,an-aa-m-va-ra,⚄ random: i-j-sa-na-ba,ra?va?maa?an,*ravamaaan,,
3959.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
3960.1,,,6,i-an-ra-va-ama-sa,⚄ random: ba-i-j-ba-ba-ma,sa?ama?va?ra?ani,"साम-वर्णि
sāma-varṇi",Tranquil[sāman TBr] Appearance[RV],
3961.1,,,2,aa-as,⚄ random: va-i,asaa?,*asaa,,
3962.1,,,2,ma-as,⚄ random: sa-na,asma?,*asma,,
3962.2,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
3963.1,,,3,an-da-ra,⚄ random: i-g-na,ra?da?an,*radaan,,
3964.1,,,5,i-as-.-ma-.,⚄ random: ba-sa-ta-i-t,.ma?.asi,*.ma.asi,,
3965.1,,,3,ya-sa-ka,⚄ random: la-ma-sa,ka?sa?ya?,*kasaya,,
3966.1,,,3,ya-sa-ka,⚄ random: la-ma-sa,ka?sa?ya?,*kasaya,,
3967.1,,,4,an-ra-va-ama,⚄ random: i-l-ba-ba,ama?va?ra?an,*amavaraan,,
3968.1,,,4,an-.-.-an,⚄ random: i-t-ta-ma,an..an,*an..an,,
3968.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
3969.1,,,3,i-naaman-ma,⚄ random: ba-va-i,ma?naamani,*manaamani,,
3969.2,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
3970.1,,,5,an-sa-ma-va-ra,⚄ random: i-n-sa-na-ra,ra?va?ma?sa?an,*ravamasaan,,
3970.2,,,4,an-sa-ma-ama,⚄ random: i-l-i-b,ama?ma?sa?an,*amamasaan,,
3971.1,,,5,an-sa-ma-va-ra,⚄ random: i-n-sa-na-ra,ra?va?ma?sa?an,*ravamasaan,,
3971.2,,,4,an-sa-ma-ama,⚄ random: i-l-i-b,ama?ma?sa?an,*amamasaan,,
3972.1,,,3,an-sa-.,⚄ random: i-n-ta,.sa?an,*.saan,,
3972.2,,,4,.a-.-.-.,⚄ random: ta-ta-ta-ta,....a?,*....a,,
3973.1,,,3,i-d-.,⚄ random: ba-ta-ta,.di,*.di,,
3973.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
3974.1,,,2,sa-sas,⚄ random: la-la,sassa?,*sassa,,
3974.2,,,1,sa,⚄ random: da,sa?,"ह
ha",Verily[Ved],
3975.1,,,5,an-aa-m-ma-ka,⚄ random: i-k-sa-ya-va,ka?ma?maa?an,*kamamaaan,,
3976.1,,,3,ka-na-ra,⚄ random: ma-ma-ba,ra?na?ka?,*ranaka,,
3976.2,,,4,an-sa-da-aka,⚄ random: i-d-ma-ka,aka?da?sa?an,*akadasaan,,
3977.1,,,5,.a-.-va-.-.,⚄ random: ta-ta-ba-ta-ta,..va?..a?,*..va..a,,
3978.1,,,2,na-ca,⚄ random: ya-na,ca?na?,"छन्न
channa",covered[MBh],
3979.1,,,3,i-an-ra,⚄ random: ba-i-n,ra?ani,*raani,,
3980.1,,,1,an,⚄ random: ga,an,"अन
ana",breath[ŚBr],
3980.2,,,1,an,⚄ random: ga,an,"अन
ana",breath[ŚBr],
3980.3,,,1,an,⚄ random: ga,an,"अन
ana",breath[ŚBr],
3981.1,,,4,i-an-da-.,⚄ random: ba-i-m-ta,.da?ani,*.daani,,
3982.1,,,5,an-.-.-.-.,⚄ random: i-t-ta-ta-ta,....an,*....an,,
3982.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
3983.1,,,2,i-an,⚄ random: ba-i,ani,*ani,,
3984.1,,,4,na-ma-aa-m,⚄ random: na-ga-ta-sa,maa?ma?na?,*maamana,,
3985.1,,,8,na-ja-an-ama-ma-an-aa-a,⚄ random: na-ja-ma-ba-sa-da-la-la,aaa?anma?ama?anja?na?,"आनम-आमञ्जन्
ānama-āmañjan",O resounding[मञ्ज्] Subduer[RV],
3986.1,,,4,.a-.-va-ra,⚄ random: ta-ta-na-ra,ra?va?..a?,*rava..a,,
3987.1,,,4,an-ra-da-u,⚄ random: i-g-ta-ja,uda?ra?an,"उदरं
udaraṃ",belly[RV],
3988.1,,,2,an-ba,⚄ random: i-j,ba?an,*baan,,
3989.1,,,5,.a-ma-sa-va-ra,⚄ random: ta-i-d-na-ba,ra?va?sa?ma?.a?,*ravasama.a,,
3990.1,,,4,ra-ja-va-ra,⚄ random: la-pa-na-ra,ra?va?ja?ra?,*ravajara,,
3991.1,,,5,ra-ca-va-aa-ama,⚄ random: la-ga-na-pa-va,amaaa?va?ca?ra?,"अम-अवचर
ama-avacara",domain[Buddh] of power[RV] ,
3992.1,,,5,ya-aa-v-ra-an,⚄ random: la-pa-na-la-ma,anra?vaa?ya?,*anravaaya,,
3993.1,,,6,ya-aa-c-aa-r-sa,⚄ random: ka-i-g-ca-la-da,sa?raa?caa?ya?,*saraacaaya,,
3994.1,,,4,.a-.-ja-ja,⚄ random: ta-ta-ja-ja,ja?ja?..a?,*jaja..a,,
3995.1,,,7,na-ma-aa-r-ma-ta-sa,⚄ random: na-i-c-ra-i-n-ma,sa?ta?ma?raa?ma?na?,"शत-मर-आमन
śata-mara-āmana","O Destroyer[Mn] of a hundred[RV] (Indra), O beneficent[RV] one",
3996.1,,,3,an-aa-p,⚄ random: i-i-l,paa?an,*paaan,,
3997.1,,,2,an-ta,⚄ random: i-v,ta?an,*taan,,
3998.1,,,4,.a-ma-an-.,⚄ random: ta-ga-ga-ta,.anma?.a?,*.anma.a,,
3999.1,,,1,ta,⚄ random: ma,ta?,*ta,,
4000.1,,,5,an-.-aa-.-ra,⚄ random: i-t-pa-ta-ra,ra?.aa?.an,*ra.aa.an,,
4001.1,,,7,an-pa-ma-va-i-n-aa,⚄ random: i-k-ga-na-ba-ma-pa,aa?niva?ma?pa?an,"आ-नि-वम-पान
ā-ni-vama-pāna",O who sends[√वम् अच्] drinks[RV] in every direction[आ-नि-√वम् cf. आ-नि-चेय],
4002.1,,,5,na-pa-va-va-sa,⚄ random: ma-la-na-ba-da,sa?va?va?pa?na?,"अश्ववपन
aśvavapana",cutting[ŚBr] the horse[RV],
4003.1,,,1,as,⚄ random: sa,as,"अस्
as",shine![√अस्],
4004.1,,,2,sa-da,⚄ random: da-i,da?sa?,*dasa,,
4004.2,,,2,i-nasan,⚄ random: ba-ra,nasani,*nasani,,
4005.1,,,6,an-aa-r-ja-an-ama,⚄ random: i-l-ba-ja-aa-b,ama?anja?raa?an,*amaanjaraaan,,
4006.1,,,5,an-aa-.-va-ra,⚄ random: i-j-ta-na-ra,ra?va?.aa?an,*rava.aaan,,
4007.1,,,3,ya-sa-ka,⚄ random: u-m-ba,ka?sa?ya?,*kasaya,,
4008.1,,,4,ma-as-ma-ama,⚄ random: ba-ya-ga-ba,ama?ma?asma?,*amamaasma,,
4009.1,,,2,ma-ta,⚄ random: i-s,ta?ma?,*tama,,
4010.1,,,7,an-ma-sa-ma-as-va-ra,⚄ random: i-k-ga-ga-na-na-ra,ra?va?asma?sa?ma?an,"रवसम् समम्
ravasam samam",Like[RV] the Roarer[MārkP],
4011.1,,,4,an-aa-t-ra,⚄ random: i-a-m-ra,ra?taa?an,*rataaan,,
4012.1,,,2,ba-ta,⚄ random: ra-u,ta?ba?,*taba,,
4013.1,,,3,an-da-ma,⚄ random: i-i-s,ma?da?an,*madaan,,
4014.1,,,3,ra-pa-ra,⚄ random: na-la-ra,ra?pa?ra?,*rapara,,
4015.1,,,5,an-aa-p-va-mara,⚄ random: i-i-l-na-la,mara?va?paa?an,"ऋभ्वपान
ṛbhvapāna",Indra's[RV] drink[RV],
4016.1,,,4,aa-a-an-aa,⚄ random: ma-pa-i-v,aa?anaaa?,*aaanaaa,,
4016.2,,,2,an-aa,⚄ random: i-v,aa?an,"आन
āna",that one breathed[RV 10.129.2],
4017.1,,,5,.a-an-ma-ma-.,⚄ random: ta-i-p-i-t,.ma?ma?an.a?,*.mamaan.a,,
4018.1,,,6,.a-ma-ta-va-.-.,⚄ random: ta-i-u-n-ta-ta,..va?ta?ma?.a?,*..vatama.a,,
4019.1,,,2,an-pa,⚄ random: i-d,pa?an,*paan,,
4020.1,,,4,an-ba-sa-ma,⚄ random: i-t-pa-sa,ma?sa?ba?an,*masabaan,,
4020.2,,,4,sa-ga-amataa-aa,⚄ random: da-i-l-ta,aa?amataa?ga?sa?,*aaamataagasa,,
4021.1,,,3,.a-ma-ka,⚄ random: ta-ya-va,ka?ma?.a?,*kama.a,,
4022.1,,,5,ya-ta-ra-sa-da,⚄ random: ya-u-r-da-i,da?sa?ra?ta?ya?,"दशरथ्य
daśarathya",ten[RV] chariot horses[RV] ,
4023.1,,,4,an-aa-j-an,⚄ random: i-a-j-aa,anjaa?an,"अन-जान
ana-jāna",O creator[RV] of life(breath)[ŚBr],
4024.1,,,4,an-ra-.-aa,⚄ random: i-g-ta-ta,aa?.ra?an,*aa.raan,,
4025.1,,,4,an-ra-na-aa,⚄ random: i-g-ya-ta,aa?na?ra?an,*aanaraan,,
4026.1,,,2,ya-.,⚄ random: ya-ta,.ya?,*.ya,,
